1,5.0,10.299934080000002,1010.1430064654218,0.0,51.0,2.5,351.84369326596334
2,4.6,5.099967359999999,1010.1385375168841,2.0,81.0,2.6,351.56940634583316
3,5.1,11.499926399999998,1010.1441216974387,2.0,40.0,4.8,353.4992243000678
4,4.4,11.499926399999998,1010.1362982182103,2.0,47.0,3.8,354.40424383897795
5,4.1,9.89993664,1010.1329332201419,2.0,46.0,3.1,356.33833844079993
6,3.5,10.499932800000002,1010.1261813573055,2.0,44.0,2.3,357.6943528778343
7,3.7,9.699937919999998,1010.1284352259427,2.0,44.0,3.5,357.06720142732865
8,5.3,11.39992704,1010.1463497613713,2.0,35.0,3.2,356.3275172574088
9,6.2,9.999936,1010.156336617323,2.0,52.0,2.0,354.9219572193181
10,6.8,8.09994816,1010.16295889166,2.0,50.0,2.2,353.41230012397483
11,3.6,11.499926399999998,1010.1273086983182,2.0,45.0,4.1,355.12712880960555
12,2.6,8.79994368,1010.115998539903,2.0,54.0,2.1,352.3210644576291
13,2.4,11.09992896,1010.1137266696057,2.0,50.0,2.8,352.3145777089125
14,3.6,10.399933440000002,1010.1273086983182,2.0,39.0,1.9,348.9611970748149
15,4.7,10.69993152,1010.1396559588189,0.0,35.0,2.9,347.78009991332294
16,4.0,8.59994496,1010.1318099372822,1.5,72.0,3.5,344.324057561176
17,4.3,12.399920640000001,1010.1351773597327,1.5,32.0,4.5,345.7522130590595
18,3.6,9.399939840000002,1010.1273086983182,1.5,53.0,2.6,343.49282815295703
19,5.0,7.6999507199999995,1010.1430064654218,1.5,45.0,2.6,344.77041445365876
20,4.8,8.39994624,1010.1407735969763,1.5,40.0,3.4,344.6105552511183
21,3.6,8.899943039999998,1010.1273086983182,1.5,47.0,3.3,344.2605201663217
22,3.1,12.79991808,1010.1216638417305,1.5,36.0,5.9,344.3794157188392
23,5.5,12.399920640000001,1010.1485746309062,1.5,30.0,3.4,342.2166923158091
24,5.5,8.59994496,1010.1485746309062,0.0,45.0,2.4,339.65260431376964
25,6.4,7.4999519999999995,1010.1585471967336,0.0,39.0,5.3,339.3121184638426
26,3.9,3.7999756799999997,1010.1306858445467,0.0,38.0,5.6,337.74883877394586
27,3.5,13.499913600000001,1010.1261813573055,0.0,34.0,5.5,337.27096013101726
28,3.9,13.199915519999998,1010.1306858445467,0.0,37.0,6.0,333.47626204212503
29,4.6,10.299934080000002,1010.1385375168841,0.0,41.0,2.9,329.5220773936515
30,4.7,13.499913600000001,1010.1396559588189,0.0,38.0,5.9,327.10507561998935
31,5.5,11.39992704,1010.1485746309062,0.0,38.0,2.9,322.18447698603217
32,2.2,1.4999904000000002,1010.1114515031167,3.0,73.0,3.7,316.94471407998736
33,4.9,13.799911680000001,1010.1418904322226,3.0,52.0,5.1,320.0515464496863
34,4.0,6.09996096,1010.1318099372822,0.0,51.0,2.7,320.91190236877094
35,4.4,14.19990912,1010.1362982182103,0.0,41.0,5.9,319.5200508916053
36,6.0,12.79991808,1010.1541228742511,0.0,39.0,3.3,310.04696106798076
37,6.1,13.099916159999998,1010.1552301416693,0.0,39.0,3.3,306.56490523731685
38,5.0,7.3999526399999995,1010.1430064654218,0.0,49.0,3.3,302.97711974894736
