01:00,1010.0,-9999.0,16.7,100.0,0.3,-9999.0
02:00,1010.3,-9999.0,16.6,100.0,1.5,-9999.0
03:00,1010.9,-9999.0,16.5,100.0,1.2,-9999.0
04:00,1011.4,-9999.0,16.5,100.0,0.8,-9999.0
05:00,1011.8,-9999.0,16.3,100.0,1.5,0.01
06:00,1012.5,-9999.0,17.5,100.0,1.2,0.31
07:00,1013.4,-9999.0,18.1,100.0,1.8,0.74
08:00,1013.4,-9999.0,18.4,97.0,2.6,0.54
09:00,1013.7,-9999.0,19.2,87.0,1.5,0.97
10:00,1013.6,-9999.0,20.0,84.0,1.5,1.07
11:00,1013.6,-9999.0,21.3,75.0,1.6,1.16
12:00,1013.2,-9999.0,21.9,82.0,2.1,1.14
13:00,1012.3,-9999.0,21.6,77.0,2.4,1.08
14:00,1012.1,0.0,21.1,82.0,3.9,0.84
15:00,1012.3,0.0,20.4,88.0,2.3,0.32
16:00,1011.8,0.0,21.4,76.0,2.3,0.4
17:00,1011.1,0.0,20.4,80.0,2.1,0.37
18:00,1011.4,0.0,19.7,94.0,1.8,0.08
19:00,1011.0,1.5,19.2,100.0,1.1,0.0
20:00,1010.8,0.0,19.4,99.0,1.8,0.0
21:00,1010.1,0.0,19.1,99.0,1.6,-9999.0
22:00,1009.4,0.5,18.8,100.0,0.9,-9999.0
23:00,1008.1,0.0,18.8,100.0,1.4,-9999.0
24:00,1007.5,0.0,18.7,100.0,1.4,-9999.0
