01:00,1005.4,-9999.0,25.1,78.0,4.0,-9999.0
02:00,1005.5,-9999.0,24.5,79.0,3.0,-9999.0
03:00,1005.5,-9999.0,24.5,79.0,3.3,-9999.0
04:00,1005.8,-9999.0,24.2,79.0,3.5,-9999.0
05:00,1006.3,-9999.0,24.2,79.0,2.4,0.0
06:00,1005.9,-9999.0,24.6,78.0,2.0,0.04
07:00,1006.2,-9999.0,25.1,77.0,1.4,0.21
08:00,1005.7,-9999.0,25.8,73.0,2.5,0.58
09:00,1005.4,-9999.0,26.7,72.0,2.8,0.77
10:00,1005.5,-9999.0,27.3,71.0,2.8,0.48
11:00,1005.2,-9999.0,28.4,68.0,2.5,0.66
12:00,1004.7,-9999.0,29.9,62.0,2.0,0.66
13:00,1004.3,0.5,27.9,73.0,3.2,1.47
14:00,1004.0,0.0,29.9,63.0,2.9,1.7
15:00,1003.5,-9999.0,30.2,60.0,3.6,1.81
16:00,1003.4,-9999.0,30.1,61.0,4.3,0.72
17:00,1003.6,-9999.0,30.0,63.0,2.7,0.46
18:00,1004.0,-9999.0,29.9,61.0,2.8,0.29
19:00,1004.0,-9999.0,28.9,71.0,2.8,0.12
20:00,1004.3,-9999.0,27.9,76.0,4.2,0.0
21:00,1005.0,-9999.0,28.1,75.0,2.0,-9999.0
22:00,1005.1,-9999.0,28.1,72.0,2.4,-9999.0
23:00,1005.4,-9999.0,26.5,77.0,3.9,-9999.0
24:00,1005.3,-9999.0,25.4,79.0,3.6,-9999.0
