01:00,1008.0,-9999.0,26.8,78.0,5.4,-9999.0
02:00,1007.8,0.0,26.9,78.0,5.7,-9999.0
03:00,1007.4,0.0,26.7,80.0,5.9,-9999.0
04:00,1007.5,0.0,26.5,81.0,6.1,-9999.0
05:00,1008.1,1.0,25.1,93.0,4.2,0.0
06:00,1008.4,1.0,24.8,96.0,4.2,0.04
07:00,1008.6,0.5,24.9,97.0,5.9,0.16
08:00,1008.6,2.0,24.9,95.0,4.2,0.25
09:00,1007.9,0.0,25.6,92.0,5.7,0.65
10:00,1007.5,0.0,26.7,81.0,7.1,1.57
11:00,1007.1,0.0,26.4,84.0,5.3,0.78
12:00,1006.7,0.0,28.9,75.0,4.3,1.44
13:00,1006.2,0.0,29.5,67.0,4.6,1.79
14:00,1005.6,-9999.0,29.6,65.0,4.6,1.74
15:00,1005.5,-9999.0,29.9,65.0,5.1,1.96
16:00,1005.1,-9999.0,29.2,65.0,5.4,1.57
17:00,1004.8,-9999.0,28.6,68.0,4.4,0.67
18:00,1005.1,-9999.0,28.0,72.0,3.1,0.47
19:00,1005.8,-9999.0,27.4,72.0,4.0,0.11
20:00,1006.2,-9999.0,27.5,72.0,3.9,0.0
21:00,1006.8,0.0,26.3,82.0,1.7,-9999.0
22:00,1006.7,-9999.0,26.0,84.0,1.1,-9999.0
23:00,1007.1,-9999.0,25.8,85.0,2.2,-9999.0
24:00,1007.3,-9999.0,26.0,85.0,1.8,-9999.0
