01:00,1017.4,-9999.0,6.1,46.0,1.3,-9999.0
02:00,1016.9,0.0,5.2,53.0,2.7,-9999.0
03:00,1016.3,-9999.0,5.2,54.0,1.5,-9999.0
04:00,1015.5,-9999.0,4.9,55.0,1.8,-9999.0
05:00,1015.3,-9999.0,4.5,58.0,2.4,-9999.0
06:00,1015.2,-9999.0,4.4,59.0,4.0,0.0
07:00,1015.8,-9999.0,4.6,65.0,3.5,0.04
08:00,1015.8,-9999.0,4.9,68.0,3.0,0.19
09:00,1015.5,-9999.0,5.1,68.0,1.8,0.24
10:00,1014.5,0.0,5.6,66.0,2.2,0.37
11:00,1013.2,-9999.0,6.0,65.0,1.3,0.69
12:00,1011.8,-9999.0,6.6,63.0,3.0,0.6
13:00,1010.4,-9999.0,6.3,66.0,3.1,0.4
14:00,1009.3,0.0,6.5,68.0,2.5,0.32
15:00,1008.0,0.0,6.5,70.0,2.9,0.25
16:00,1007.2,0.0,6.8,72.0,1.7,0.22
17:00,1006.4,0.0,6.8,80.0,3.2,0.14
18:00,1005.5,1.0,6.5,88.0,4.1,0.01
19:00,1005.8,2.0,6.0,88.0,4.6,0.0
20:00,1005.7,2.0,5.1,86.0,5.6,-9999.0
21:00,1005.3,2.5,4.5,86.0,5.6,-9999.0
22:00,1005.9,1.5,3.9,89.0,4.4,-9999.0
23:00,1005.8,0.0,3.8,87.0,4.5,-9999.0
24:00,1005.9,-9999.0,3.8,85.0,2.9,-9999.0
