Ti:me,PPT,Ta,Rh,U,WD,Sd,Su,Pd,Pu,Rn,G,H,lE,Ust,Fc,Sc,NEE,RE,GPP
hh:mm,mm,degC,%,ms-1,(*1),Wm-2,Wm-2,(*2),(*2),Wm-2,Wm-2,Wm-2,Wm-2,ms-1,(*2),(*2),(*2),(*2),(*2)
:
