01:00,1006.2,2.0,12.4,87.0,2.7,-9999.0
02:00,1006.3,0.5,11.7,88.0,2.5,-9999.0
03:00,1006.0,1.5,10.5,86.0,2.1,-9999.0
04:00,1006.1,0.5,10.0,86.0,2.2,-9999.0
05:00,1005.9,1.0,9.6,89.0,2.9,0.01
06:00,1006.2,2.0,9.2,90.0,3.5,0.02
07:00,1006.2,2.0,9.5,91.0,2.7,0.04
08:00,1005.8,1.5,9.6,91.0,3.3,0.08
09:00,1005.9,3.0,9.0,91.0,5.5,0.15
10:00,1006.0,2.5,9.0,91.0,4.4,0.19
11:00,1004.7,2.0,9.5,91.0,3.2,0.24
12:00,1004.3,1.5,10.4,92.0,2.3,0.2
13:00,1004.7,3.0,10.9,91.0,3.7,0.17
14:00,1004.5,2.0,10.6,90.0,3.7,0.21
15:00,1005.1,1.5,10.4,86.0,3.2,0.21
16:00,1005.9,2.0,10.3,87.0,2.8,0.22
17:00,1006.6,1.0,10.1,85.0,3.3,0.15
18:00,1007.3,0.5,9.6,86.0,2.9,0.05
19:00,1008.1,1.0,9.2,88.0,3.0,0.01
20:00,1008.7,0.5,9.3,88.0,2.3,-9999.0
21:00,1008.9,0.5,9.0,85.0,3.0,-9999.0
22:00,1008.8,0.0,8.9,83.0,2.9,-9999.0
23:00,1008.8,-9999.0,9.2,75.0,1.9,-9999.0
24:00,1008.6,-9999.0,9.2,73.0,1.1,-9999.0
